Action
Lượt: 1 Thao12345 Get One stock: white
Lượt: 1 Trang Get One stock: red
"Lượt: 1 Hieu Get three stock: red,blue,green."
Lượt: 1 Hoang Get UpsiteDown id =II_19
Lượt: 2 Thao12345 Get One stock: white
Lượt: 2 Trang Get One stock: red
"Lượt: 2 Hieu Get three stock: red,blue,green."
Lượt: 2 Hoang Get UpsiteDown id =II_15
Lượt: 3 Thao12345 Get Card = I_17
Lượt: 3 Trang Get One stock: blue
Lượt: 3 Hieu Get Card = I_33
Lượt: 3 Hoang Get UpsiteDown id =II_14
Lượt: 4 Thao12345 Get One stock: white
Lượt: 4 Trang Get One stock: green
"Lượt: 4 Hieu Get three stock: red,blue,green."
Lượt: 4 Hoang Get One stock: white
"Lượt: 5 Thao12345 Get three stock: white,blue,black."
Lượt: 5 Trang Get One stock: green
"Lượt: 5 Hieu Get three stock: red,blue,green."
"Lượt: 5 Hoang Get three stock: green,black,white."
Lượt: 6 Thao12345 Get UpsiteDown id =I_27
Lượt: 6 Trang Get Card = II_27
Lượt: 6 Hieu Get Card = I_1
Lượt: 6 Hoang Get Card = II_19
Lượt: 7 Thao12345 Get One stock: white
Lượt: 7 Trang Get UpsiteDown id =III_7
"Lượt: 7 Hieu Get three stock: red,blue,green."
Lượt: 7 Hoang Get UpsiteDown id =III_6
"Lượt: 8 Thao12345 Get three stock: black,red,green. Return stock: blue:1"
Lượt: 8 Trang Get UpsiteDown id =III_1
Lượt: 8 Hieu Get One stock: black
"Lượt: 8 Hoang Get three stock: red,blue,green."
Lượt: 9 Thao12345 Get Card = I_9
Lượt: 9 Trang Get UpsiteDown id =III_3
Lượt: 9 Hieu Get Card = I_15
"Lượt: 9 Hoang Get three stock: red,blue,green."
"Lượt: 10 Thao12345 Get three stock: green,red,black."
Lượt: 10 Trang Get UpsiteDown id =III_3
Lượt: 10 Hieu Get Card = I_31
"Lượt: 10 Hoang Get three stock: red,blue,black. Return stock: green:2"
Lượt: 11 Thao12345 Get UpsiteDown id =I_4
Lượt: 11 Trang Get UpsiteDown id =III_3
Lượt: 11 Hieu Get Card = I_11
"Lượt: 11 Hoang Get three stock: red,green,black. Return stock: red:3"
Lượt: 12 Thao12345 Get UpsiteDown id =I_22
Lượt: 12 Trang Get UpsiteDown id =III_3
Lượt: 12 Hieu Get Card = I_5
